,tweet
243,"RT @orfevents: Video of @Jairam_Ramesh's #bookdiscussion #IntertwinedLives with @gchikermane, @BDUTT and @MalikAshok is now up. Watch ⬇
htt…"
244,Interesting. Sartaj Madni was the one name every PDP rebel has taken as part of the problem of nepotism in the party https://t.co/4TzqE4UZj2
245,RT @jmartNYT: .@nytimes letter to the editor of the day - maybe month https://t.co/Z6vt7fXASG
246,@PhotosJunction @FaaizDijoo @shangpal @Nidhi @Touseefraina @AskYousuf @SAAQQIIB @Tahir_A @AartiTikoo @tanvirsadiq… https://t.co/6Yk11wNPHZ
247,RT @Vedmalik1: Kargil war. On 14 Jul 99 Pak Army had accepted ceasefire &amp; withdrawal on our terms. Failed to withdraw from 3 locations clos…
248,@kaushikcbasu This is brilliant
249,😎😍 https://t.co/kNAQeQILVi
250,@rraina1481 Thank you sir
251,RT @Katja_Iversen: Disrupting the format. The moderator of #OurBodiesOurFight Barkha Dutt takes to the floor and puts @Ladelman on the spot…
252,It's always more than ok and yet #WeTheWomen find that the toughest @WomenDeliver @WeTheWomenAsia… https://t.co/2ldYFIyEpH
253,Interviewed two young activists from Ireland in Amsterdam this morning on how they campaigned for the Right to Abor… https://t.co/13poULTOUm
254,An honour to host this all important conversation in Amsterdam on the rights of women and girls at #Aids2018 for… https://t.co/RsDKQuGdHs
255,@iamNamitaJoshi :-) thanks
256,#Alwar lynching joins a horrific list of numbers  - and we want to still pretend that these mobs are 'vigilantes' ;… https://t.co/KoOaE04AOb
257,@salmanmasood Great pix
258,"On ""Aankh Mein Aankh "" comment by RG @narendramodi lists all those who wouldn't dare including @CitiznMukherjee. As… https://t.co/hsKd6JopSe"
259,"Now @narendramodi goes for #SoniaGandhi in a mocking ""272"" reference in hark back to another #NoConfidenceMotion an… https://t.co/JcWemhXWyC"
260,"PM using ""Bachpana"" repeatedly in reply to #NoConfidenceMotion . That seems to be the meta answer to #TheHug by Rahul Gandhi"
261,"""I'm also a Shiv Bhakt"" says @narendramodi in swipe at @RahulGandhi - ""May he give you strength so that you bring a… https://t.co/Dw1MSmwbcR"
262,Unseemly of TDP MPS to shout down PM Modi while he is replying to the debate #NoConfidenceMotion
263,".@narendramodi jibes back with earthy humour at #TheHug by @RahulGandhi - calls it the ""utsah to reach here and tak… https://t.co/ytuW9uSjjr"
264,Instead of Nudge Nudge Wink Wink it's now 'Hug-Hug Wink-Wink' !! #RahulKiGandhigiri #TheHug #RahulhugsModi
265,#RahulKiGandhigiri : the hug of @narendramodi and then the mischievous wink to @JM_Scindia - has taken top lead in… https://t.co/FfwlTzP9Y7
266,So speaking politically @RahulGandhi just ensured that #TheHug will be the headline everywhere instead of the… https://t.co/AsURJEfyLM
267,I suppose - tongue firmly in cheek- that hug by @RahulGandhi of @narendramodi is a sort of political Love Jihad 😎.… https://t.co/woEBY1qLqi
268,Er. #TheHug  #Gandhigiri #whatjusthappened #NoConfidenceMotion https://t.co/NdwccfrDcH
269,#NaveenPatnaik led #BJD walks out  before debate on #NoConfidenceMotion starts. As expected. But every abstention c… https://t.co/1EOvsT0uoG
270,@65thakursahab Was always expected to abstain
271,"""We expect Congress to be single largest party; @RahulGandhi Natural Choice to lead opposition Front""- says… https://t.co/RKazAxeJl0"
272,@sambagai 😎 ouch
273,"RT @DeepalMirror: Nobody knows it better than Him.
So, the #NoConfidenceMotion
has been  scheduled to start in the Lok Sabha at 11am &amp; like…"
274,Can't understand the point of this #NoConfidenceMotion : seems to expose all the chinks in opposition armour &amp; stre… https://t.co/lWPg4qwUcH
275,@nazia_e @ifra_jan @khanamirullah Actually we wondered that because most tweets have been targeted at liberals who… https://t.co/pCSo1JavER
276,@nazia_e @ifra_jan @khanamirullah Ok sorry if I misunderstood but there appears a you are with us or against us ton… https://t.co/QPQDoeVhOM
277,@khanamirullah @nazia_e Sorry
278,@khanamirullah @nazia_e Sorry I misunderstood. Deleting previous tweet
279,@nazia_e @ifra_jan @khanamirullah Actually the judgmental tone and nasty comments towards anyone who disagrees with… https://t.co/OEwBoUoU5I
280,@khanamirullah @nazia_e Huh?
281,@nazia_e @khanamirullah No one is in denial. I write and report on this every few days...
282,@nazia_e @khanamirullah That's not fair. A lot of people who have protested have the opposite ideology
283,@Milkyway1955Z @rssurjewala @RahulGandhi @TheWeekLive :))
284,"""Fake News &amp;  Paid News."" @rssurjewala on claim that @RahulGandhi said Congress is a party for Muslims. ""Publicatio… https://t.co/HUO1D3X3bW"
285,"""I completely reject metaphor of Hindu Pakistan by @ShashiTharoor"" says @rssurjewala to me: ""Congress leaders must… https://t.co/B5mK0pChv6"
286,@Chikisarkar Yes it is but not by treating Muslims like exotic discoveries and specimens .
287,Lol lol !! Best take on #TrumpPutinSummit https://t.co/FVuZee1tzv
288,@ashwin_baindur @AnooBhu @syedtm @iamrana @ReallySwara Sir I have only said 1000 times I agree with the intention not the articulation.
289,@vineetkaul @OmarAbdullah No I don't think that follows :) echo Chambers are always poor politics no matter who
290,So word is @shahfaesal &amp; @Shehla_Rashid to contest the next elections in #Kashmir after formally joining… https://t.co/wADFZ0Nc6f
291,@chintan_connect @ReallySwara @neeleshmisra @syrinje @MirchiSayema Indeed
292,@AnooBhu @syedtm @iamrana @ReallySwara That doesn't mean non Muslims can't disagree ?
293,@AnooBhu @iamrana @ReallySwara Hmm. Well I've tried in several different tweets
294,@KumarShiwang @AnooBhu @ReallySwara i NEVER said we should ignore. I dont ignore it
295,@iamrana @AnooBhu @ReallySwara Dear @iamrana to repeat my point- i can see the intention and the sentiment of the h… https://t.co/BYlz6OQJLJ
296,@OmairTAhmad @ShivAroor Exactly
297,This is abominable. We The People have become We The Mob. Repugnant https://t.co/TKgpmgQiyY
298,@nazia_e @tanvirsadiq Nopes..please see my tweets.
299,@nazia_e @tanvirsadiq No it's not unnecessary. It's well intentioned but doubling down on. Condescension
300,@shahid_siddiqui Exactly my problem with this hashtag
301,@AnooBhu @ReallySwara It's not a given in the arrangements of power but this social response is condescending witho… https://t.co/jWV6WCRfKe
302,@satishkolls @ReallySwara Exactly
303,@mechirubhat And you're so dumb.
304,@zainabsikander I respect your sentiments . Trust me I hear abuse every day on this issue. I just feel uncomfortabl… https://t.co/3EGFESUsrk
305,"@ReallySwara I don't disagree that Muslims are being othered. I just think this is akin to ""some of my best friends… https://t.co/xkzzecs2XD"
306,@zainabsikander I see you point and hence of course I see the intention. But I just think this doubles down on othe… https://t.co/wvmjNO3nNd
307,I agree. I think it actually reinforces the othering of Muslims however well intentioned. It's not an event to… https://t.co/eNS181Q3fa
308,When faith collides with human values &amp; fundamental equality; equality needs to win every single time. That menstru… https://t.co/guGiqTey7E
309,RT @ANINewsUP: I came to know about BSP national coordinator Jai Prakash Singh's speech in which he spoke against ideology of BSP &amp; also ma…
310,@SiddharthTrisal Ok stand corrected
311,"Great judgment
 But can we stop calling it #Vigilantism. That gives murderous, Muslim hating mobs respectability https://t.co/clpawJdtzB"
312,I guess that's what they call Putin Your Own Country Down #TrumpPutinSummit
313,"RT @PTUshaOfficial: Let the Indian flag fly high 🇮🇳 The young ones have made us proud. 
#PictureOfTheDay https://t.co/H2IRmfhwem"
314,"RT @dabeard: Here are pictures of the journalists killed under Putin. I’d like to say the man who represents my nation would denounce that,…"
315,@Vinivixen I know
316,If this image doesn't break your heart and fill you with rage.. what will.. https://t.co/CkrAYPH9p4
317,@reshii So true
318,RT @brainpicker: This Emily Dickinson poem ought to be the Internet's code of conduct. And life's. https://t.co/iw1OSidgIz
319,@SanaUllaKhn @mazdaki thanks v much
320,RT @Ahmed1Hilal: Nikah-Halal is an anti-Islam anti-women patriarchal practice and it must be banned. AIMPLB is not a representative body of…
321,Totally agree @hussain_imtiyaz : i dont think there is a police force in the world that combats what you do https://t.co/nEfCNvwgeL
322,@Vikram_Sood thank you sir
323,RT @imraansiddiqi: Congrats France - immigration is good.
324,@NotSoSickular Yes
325,@vikramsampath @sambagai Lol ha ha
326,@sambagai But I am backing Croatia
327,@Ibne_Sena @AdityaRajKaul @spvaid @atahasnain53 @hussain_imtiyaz @AartiTikoo @Nidhi @gauravcsawant @sheikhkhalid @Shehzad_Ind Intriguing.
328,@SandipGhose Why make all that effort ?!!!! Too many contradictions in this narrative
329,@SandipGhose Which rumours : this side or that side ?
330,Amidst all the speculation around return of election strategist Prashant Kishor to BJP; my sense: not a done deal a… https://t.co/oZOv1PetZO
331,@nadeems68501037 Which part not factual
332,@hussain_imtiyaz Fully agree .
333,@ArsMustafa Ha thanks
334,@basharatw Which ?.
335,RT @filter_c: Good piece by @BDUTT. Once it was Nawaz Sharif who was the darling of Pakistan's army. Today it is Imran Khan. Should he expe…
336,@SalmanNizami_ Hero ? I don't call anyone a hero !
337,@pklections Thanks
338,This is very welcome @RahulGandhi : so hope it shall become a template for the party going forward. Because frankly… https://t.co/wowpHhQEin
339,@filter_c :)
340,@neethajohn10 Thanks so much
341,@bhootnath Thank you
342,@AmeerTamoorKhan @BeenishSaleem @washingtonpost Thank you
343,@malicemagic Why don't you read the piece
344,@SanjayGVaru @TarekFatah @washingtonpost Are you stupid. I travel virtually every year and report from the ground. It's visa dependent
345,@HittsVora @washingtonpost Thanks
346,@aktalkies @vickykaushal09 He has been so superb in everything I've seen lately
347,RT @RajatMadhok: Brilliant piece @BDUTT Sharif outlawed for owning 4 swish apartments while Hafiz Saeed responsible for Mumbai terror attac…
348,@RajatMadhok :) thanks
349,How do you explain a situation where #NawazSharif is in prison for unknown funding of four luxury apartments but Ha… https://t.co/dMubncW38q
350,As #NawazSharif goes to jail along with daughter @MaryamNSharif  here's why his rival @ImranKhanPTI should not be c… https://t.co/x3FCyMM9MM
351,@gauravsabnis Always. Always. Always
352,RT @salmanmasood: Nawaz Sharif and Maryam Nawaz exhibited immense calm and showed great nerves while handing themselves for arrest. It must…
353,RT @TalatHussain12: Lahore rallies are massive. Screen have been told to stay free of fact. A spineless media industry has obliged. This co…
354,@sumankargupta Thanks !
355,"Gosh. Yes, you cant watch this without crying. #HimaDas https://t.co/icXUieUQb0"
356,@ImranNDar @sajadlone supported to the extent that I thought it was an idea worth trying in a fractured mandate- i… https://t.co/DiJXft9E6g
357,"@TheDispatch_ @ImranNDar @sajadlone if so, it will fail and there is no issue is there."
358,@ChefKak @htTweets yep- agree
359,@akshaybd I remember a very determined young man :-)
360,@tanvirsadiq @RuhullahMehdi Of course you should..but every party has called the other agents of Delhi. I've grown… https://t.co/Y8bFqvzNL5
361,@ImranNDar @sajadlone Directing your leadership?!! Who am I to do that sir. I am asking why such strong responses t… https://t.co/WFzOLNZW2J
362,"@tanvirsadiq @RuhullahMehdi I dont ""want"" anyone. I was indeed a supporter of the alliance as I thought (mistakenly… https://t.co/FtgHfnEZB1"
